hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi
11786,3400,3316,2973,3547,4331,4331,4803,5111,4720,4795,8681,8681,8152,7747,6915,7884,7005,7885,10461,10440,9244,12413,16051,13884,16564,16545,17668,18996,24240,20068,20351,15330,19415,19378,20980,19250,26367,37860,53226,46641,51211,92852,97764,81002,123187,135228,125539,116185,121595,129036,165238,150974,204101,212557,201165,251795,307803,360684,394314,411982,449279,454517,447020,503062,486784,470506,405849
12283,259,33,71,60,60,60,132,107,195,190,170,170,309,239,105,307,343,365,381,271,218,257,380,419,1377,1729,1535,1174,1152,1179,1199,1046,931,954,976,854,1073,679,1386,1994,3333,2688,4068,5405,5524,7783,7647,8140,9883,9858,10359,10172,11591,10976,9564,12152,10138,10710,11882,11775,11669,9101,8033,8340,9075,8585,8515
12871,189,1560,5705,5986,5943,5943,14697,10037,10268,9806,11066,11066,11530,11019,11762,14898,16330,24628,35109,31587,43938,39649,51863,49826,55379,58018,54336,51708,49167,61754,54256,42085,67777,93662,119547,81933,75647,58744,45776,46713,42925,48135,46591,40869,40677,39240,43518,70068,51414,54794,54304,48436,44967,38499,37181,38360,35355,38353,38620,37250,38033,47584,46471,47349,53807,54168,46633
13155,106,3653,1396,2022,52,52,1143,833,252,129,3106,3106,245,3670,4142,2900,9087,12653,9742,13446,12201,9690,10035,11065,11381,10098,10376,7213,1108,1714,2338,7335,6231,2586,4723,4443,5042,5264,5499,6694,4856,6427,7499,21650,56190,69409,83010,107236,118965,142913,155297,166380,226244,209909,189726,221219,226871,272387,264034,260806,267547,292732,295872,335159,330795,326431,326216
13162,1476,3591,2270,2488,782,782,947,1127,1423,2410,2974,2974,973,4258,5043,3933,9443,13397,10186,13565,12693,10294,11042,12743,13708,10936,11111,7887,1898,2523,2651,2120,2162,2341,2621,2516,3897,4672,5879,7691,4985,6581,8882,6098,8620,11103,13381,20666,22150,26744,25866,25967,25832,25697,13146,13922,10988,14340,15392,15503,18283,22131,19738,19313,21757,22152,20331
13674,172,62,134,90,119,119,135,141,256,243,219,219,265,262,538,616,884,908,482,555,560,671,1157,743,838,621,1335,567,749,1031,991,1012,976,1182,957,1914,2226,2239,2350,3561,3925,5252,3868,2460,7212,5096,5471,5257,4740,6214,5646,6047,10690,12823,10553,16076,13553,16124,13271,11507,10069,14494,15494,17704,19915,15384,12776
13942,397,314,269,213,276,276,148,213,181,202,143,143,261,143,196,265,328,334,318,179,261,301,323,255,116,204,138,340,363,569,904,637,746,613,780,755,588,701,822,1098,1796,1744,3282,1920,1465,2162,1536,1388,1382,2557,1825,2273,1732,1830,3030,4137,4439,7456,4524,4518,6544,8745,9067,10663,10232,12074,8075
38,0,44,25,17,15,15,36,72,61,102,107,107,149,176,194,256,1352,1677,1523,1795,2651,4099,12039,10270,14223,43368,54028,55820,59728,68491,75165,78412,102486,94642,123432,107263,121294,144244,163195,144369,128834,128609,117597,100095,125527,146766,153308,156643,146114,148098,141930,141789,175783,192474,146010,168793,166379,205045,197195,192251,182536,197177,196743,206759,204360,201961,203319
567,312,345,395,402,383,383,384,475,382,553,550,550,561,632,851,1633,1143,1116,1948,2178,2155,2760,3188,3486,3955,3487,2689,3463,3979,4106,3984,4575,3297,3175,3520,2831,3296,4276,4407,3700,3860,5989,5602,3506,3426,3621,5028,5065,4666,5079,5032,4774,4807,5688,4859,8845,13808,12356,12463,12571,10026,9044,10175,9803,8015,6390,8182
10390,4428,12042,9982,7843,8143,8143,10551,13143,14925,22902,27214,27214,22081,22215,23213,26927,32519,46642,83475,157196,201334,212321,275392,269726,359552,385363,393056,453099,460287,531716,535640,440990,580768,683290,781890,757115,846757,982847,1022201,1019301,1016297,1258398,1251056,1107008,1348010,1525784,1558473,1636020,1517143,1646766,1733431,1664984,1912695,1664059,1420718,1624013,1677554,2037348,1996418,1992021,2046168,2089314,1926262,2051260,2048861,2046463,1871180
10403,0,80,34,199,326,326,1010,2982,4116,4598,6899,6899,9133,9115,7602,9807,10845,11347,16627,10508,9995,10983,12149,14309,14080,13993,12446,19862,20286,16744,17712,14905,17527,16226,16195,16137,15637,15927,18773,22290,14304,18345,18558,18197,21114,25476,27075,35199,35555,35545,35535,12397,10884,10168,9914,11483,10223,10931,9975,9894,10654,10487,9105,9412,10423,11617,14246
10537,9602,10186,11604,9653,9923,9923,10304,10686,10583,11170,11677,11677,8103,8478,6993,7285,6693,6441,6332,6273,6431,5347,5181,4212,4124,3293,2330,1695,1670,1752,1209,1135,1595,1938,1998,1671,1635,1485,2897,9540,1302,1421,2084,1308,1198,1361,1576,2164,1784,1708,1765,1844,1890,1555,1302,1573,1631,1324,1268,1384,1280,1918,1362,1851,2268,1807,1764
11043,9237,5301,2956,2973,2965,2965,3049,1099,1117,1048,729,729,1563,1172,1278,1492,1790,3062,2624,1419,1459,1470,1971,1504,1955,2136,1975,1830,1993,1718,1239,1390,1400,1372,1412,879,1269,959,1113,885,672,1061,1290,805,651,1135,1653,1560,1069,4281,1767,712,723,629,708,835,653,821,583,637,925,1013,697,1144,1009,838,996
825,999,1025,873,1313,1350,1350,1204,1361,1447,1646,1672,1672,2368,2281,2647,3513,3724,4456,4079,5015,5884,7175,7412,7116,10543,10589,10042,12381,11422,12765,10678,8682,11374,11705,15283,12828,14460,14038,14967,18204,16652,21731,21129,18517,30664,34890,33016,36422,26429,33878,29347,25153,29213,33129,27391,28932,30729,33072,37165,32713,34093,32833,33065,38339,36470,34702,34702
1511,29,40,86,115,141,141,160,234,195,169,193,193,412,302,358,585,714,545,911,1297,1376,2153,3476,1661,1798,1644,1677,1585,1729,2531,3860,2454,3021,2650,2969,1809,2116,2517,3156,3371,3040,3884,3630,2957,3401,4595,5047,4973,4408,5560,4552,4873,5876,6161,5846,7236,13763,13608,11667,9726,9612,10888,10404,9605,9211,8826,6823
1824,344,447,411,450,327,327,213,331,456,644,466,466,531,355,390,1066,1232,1549,929,1030,1300,1244,823,1184,1828,1658,1168,1452,1583,1265,1910,1641,2540,3053,2297,741,413,726,700,497,510,519,628,515,2292,3604,3736,4684,5420,7939,10198,6977,1912,1016,967,1501,1155,448,253,45,25,50,26,16,23,28,17
2039,2225,2656,6920,12905,26438,26438,31012,30176,36610,43417,42324,42324,54181,48557,52311,63051,59180,51702,42244,32787,25464,23704,28526,23530,26607,29503,23815,24987,14953,15280,12764,9788,11767,8373,8215,7953,8465,8936,9033,10152,11873,17072,14353,8681,9769,11007,10581,10121,8654,11237,10064,10245,11722,10896,9335,9749,11510,12729,13495,13622,11087,10747,10565,10549,10161,9217,9052
2068,0,167,63,39,63,63,119,49,92,78,111,111,119,118,79,206,851,1260,1287,1404,1563,2291,10292,9293,13022,42352,53054,54400,58369,67316,73696,76980,100498,92660,120320,104905,117986,142176,169000,141338,126282,126968,115346,98749,123586,145010,151429,154170,143332,144796,139053,139620,173322,189591,143498,166539,163738,201578,193720,188844,179762,193698,193953,203963,201658,199353,200919
2162,0,888,2516,4898,6119,6119,8822,8770,8754,9384,6652,6652,7927,6339,7011,7233,7788,8345,8799,12989,8694,6019,6392,7137,5156,4886,5284,3672,4642,6898,4727,4781,5066,6745,7424,6322,6212,8208,9791,10012,9627,6356,7582,10338,5592,6096,9522,19703,7033,12276,9677,6164,6314,5436,6032,6462,8281,14811,11653,13785,14636,24097,18180,18285,19423,18922,18922
2181,668,1039,642,928,681,681,790,773,749,715,561,561,919,731,616,633,1017,902,1061,628,856,844,839,708,844,680,823,711,721,675,650,484,590,674,628,380,469,324,336,316,353,318,272,334,532,281,302,609,265,832,1092,1175,1394,1543,1264,1768,1366,5404,6898,5623,9946,10399,11343,7127,5660,4017,2589
2182,0,280,120,96,95,95,89,118,78,111,144,144,24,12,9,36,23,33,27,11,12,8,13,15,5,7,13,11,8,13,12,9,14,15,16,12,13,19,36,25,10,13,10,28,21,16,32,35,32,494,482,525,477,374,340,454,776,5245,6808,5471,9784,10208,11221,6973,5525,3927,2450
2183,0,245,126,98,98,98,92,120,68,49,37,37,36,41,63,24,126,100,79,59,76,41,45,46,48,58,88,39,44,36,529,3454,3037,2329,2471,3273,2582,614,74,84,32,48,782,366,527,453,1169,843,327,675,661,1228,1137,693,687,675,1082,5545,7114,5916,10187,10487,11388,7054,5658,7101,4445
2217,575,506,435,2223,2781,2781,5279,4820,8042,9002,10379,10379,16806,16532,22389,31022,28718,31488,37124,26180,30629,32854,41794,41842,45585,44089,45723,63743,71243,104584,123091,114848,117180,119513,108993,80269,79489,62662,63470,62567,51235,56792,54626,52663,35319,37321,33941,53565,27917,37978,31450,20719,22962,23912,19840,21086,72981,78376,57651,47482,40519,40110,34667,35887,33212,30822,29285
2427,930,2006,2127,1940,1464,1464,3721,2042,1843,3220,5352,5352,11931,6054,8066,10325,4499,3450,2351,1920,2898,4057,3378,2996,3304,2776,3114,4767,6154,10474,14702,15140,18631,22187,26632,33851,38510,33265,41062,62046,53928,44904,38454,31235,25945,27799,36996,34404,36862,46296,43821,32639,15764,17101,15484,14431,17604,39667,40257,52022,47534,43046,22063,34916,33762,35582,41748
2456,0,3453,1422,1874,95,95,1105,443,247,186,378,378,80,72,128,188,326,315,205,218,937,643,299,251,458,503,378,350,378,770,639,560,352,654,826,654,942,1081,1740,2425,1484,2299,2567,1518,1063,1225,884,2170,1296,2247,3467,3638,3845,4583,3496,3507,3587,5000,6626,7827,10626,11685,10593,10276,11380,12484,10607
2860,3755,2638,2858,1827,2047,2047,3783,3949,5006,5156,4997,4997,9412,12146,12860,11581,16403,19542,19031,17711,18260,18308,22008,15489,17391,19294,18217,19390,15269,18634,19647,11385,10774,11226,12594,9018,11630,11565,9269,10221,7334,8977,8897,9314,7796,8800,8249,10600,9540,12548,10424,11358,13771,10699,7561,11699,10202,9697,6882,12175,14527,14287,8944,11602,11009,11160,12658
2933,1488,1424,1663,1393,1040,1040,1608,1937,2407,1864,1884,1884,1868,1676,1304,1823,1925,2393,1699,1731,1430,1109,1168,1253,2460,3246,4203,4844,6532,10351,10942,9927,13173,12072,12839,12834,15715,16292,14124,15290,16610,24882,26129,36386,28841,42217,50013,57477,56013,70819,77431,64633,75882,89703,70135,98912,124921,138220,147002,159899,176681,193464,191158,180611,196561,179758,182920
3268,7800,7719,7749,7633,10368,10368,7190,6123,6575,5192,5324,5324,3891,3901,4520,2935,2880,4508,4490,4327,6809,8167,7834,11178,7638,9384,9329,9698,8465,8502,8924,7817,7296,6957,9264,10838,6846,8970,9987,9796,7695,11161,9884,8754,10565,9765,13580,14558,10720,11047,10386,11139,10607,8600,6958,9389,10159,11927,10974,10022,9486,8246,8457,9314,8684,8564,7178
3884,85,92,95,43,20,20,40,46,290,9822,9324,9324,9894,8368,8418,8400,8396,8310,7975,6840,8497,8845,10457,8589,8379,7813,8235,7634,7215,7888,7225,6231,7601,6396,7558,6226,5906,5105,6019,5838,5990,6344,5746,4709,5125,5388,7173,7458,7744,5680,5910,5264,5125,5073,4677,5709,5864,7269,7680,6544,6048,5729,5788,5034,5961,5347,4901
4013,2801,3398,4542,5359,5261,5261,6497,5124,5951,7246,6712,6712,8115,9390,12186,10332,10479,12965,12366,8979,9728,10572,12164,9505,11187,12501,12536,11466,12427,12107,12800,10040,11218,10056,10326,10560,11039,11788,11834,13053,11984,12022,10861,9708,9265,9677,10790,13274,11011,13454,12824,12078,13059,12093,14009,13524,16098,16071,13374,12144,12361,12899,12904,16443,17837,15912,13988
4079,7634,8909,9914,10919,10544,10544,9033,7966,9958,7816,9335,9335,6204,5802,5776,6313,5571,5681,4969,4314,3880,4059,3922,3085,4580,5013,3828,3988,3603,5524,7131,5428,4593,4762,7468,5979,5185,5762,4699,6804,5583,6204,7104,4491,3058,3717,3738,7001,3598,5338,3977,2308,2673,2606,2270,2530,2433,2665,2840,3347,3198,3290,3314,3436,6959,7863,7427
4504,0,2202,13522,14915,16531,16531,23585,21136,22740,14776,14591,14591,10883,10459,12095,12825,11005,9228,7364,6343,5372,6537,8260,6960,5884,5773,4711,4164,19502,34841,37929,32699,38393,39532,23030,18399,18931,17981,19259,21614,19319,18662,17246,15365,12156,11688,11235,17951,10918,13237,11549,9126,10560,8192,7080,8533,7069,5580,4581,3815,3712,3945,3971,3556,3756,2201,2241
4637,9986,10334,10682,10550,12220,12220,11630,10655,11815,13049,13216,13216,12664,12618,11163,12080,11872,10960,10659,9317,9246,7793,7974,6197,7076,7242,7087,6980,6854,6465,6185,5335,6086,5493,6132,5916,5507,5155,5620,5213,4801,5409,5177,3862,4379,5325,4898,4771,3731,3766,2762,2892,2713,3761,2908,3451,2529,2643,2146,2662,2558,3006,3573,3400,3083,3017,2586
5268,0,74,81,714,1997,1997,3108,4508,5303,6156,7765,7765,8967,11988,6609,8510,7113,7755,8308,8283,10989,10258,13404,13184,15427,12807,14151,15394,10467,11750,10913,9274,11028,10166,11952,9625,8945,14875,15836,16798,17438,7606,5017,4691,2082,2208,2271,2812,2242,2073,1655,1974,2051,1577,1026,1132,1381,1086,1217,1303,1094,1203,859,890,1338,1128,1082
5597,103920,52307,13122,10163,9444,9444,7216,3897,4218,5220,4879,4879,3594,2826,2697,3631,2835,2908,2786,2189,2110,2531,3575,3059,3789,3751,3594,3500,3376,3630,3013,1445,2025,1788,1733,1563,1761,2564,2264,2909,8370,1746,1368,1248,960,843,1119,1701,1202,1792,1937,1500,1571,3399,3061,1860,1786,2373,2472,2072,1791,2062,2607,2363,2303,1543,1643
5888,46,148,69,93,69,69,164,271,211,339,377,377,434,465,827,1630,1636,1891,1981,2026,2869,2794,3437,3484,3428,3336,3659,4288,5375,6422,6909,5415,9170,10208,9061,8181,10188,8849,10496,10699,10346,12122,10303,8484,10104,8432,9238,7644,6445,7217,6399,7824,9778,7036,6165,6897,6483,7268,6436,5695,6035,6011,4825,5175,6088,4991,4222
6419,10162,10198,8373,11360,12201,12201,11870,11918,8386,12617,11509,11509,12604,22396,20770,24052,18312,18542,21955,16356,18278,17782,20834,17592,22355,26651,28329,26285,52706,34199,29519,33927,39308,35918,61565,64140,68564,63157,70730,84028,79811,90708,89918,78907,121833,121829,123972,128750,117536,122718,103140,97336,111522,109048,90478,99414,96912,116833,115579,112670,109470,115226,108953,117439,115457,112372,109469
6453,0,38,21,13,3,3,9,13,20,19,12,12,23,5,5,12,17,27,21,12,16,10133,108788,95847,117255,122500,127745,29969,22142,20990,15293,12977,15660,15175,24336,23945,38972,32320,24751,18763,10513,14033,13016,7050,6283,6149,7360,6418,5795,6125,4896,4613,4994,6509,4288,4492,5020,6449,4022,1992,2326,1884,2088,2018,1755,1260,1276
6464,3103,3252,3052,3818,4342,4342,6269,5377,2976,5741,4488,4488,4419,4888,6207,7931,8673,10180,13671,12865,17984,21279,35400,31875,34736,34849,35082,33838,30042,35142,34014,29610,39265,42337,59042,62971,63904,72517,88101,91558,87030,105643,135596,99950,94623,93006,150189,128101,83091,101458,100551,97894,123286,110626,92358,93746,91037,112175,124543,132918,138407,143897,116391,119835,123090,127290,111211
6939,17222,23528,30266,37346,60936,60936,83110,77519,83544,89570,71969,71969,57563,57370,53013,54554,45497,50548,49623,34457,37074,32922,40025,40951,40937,30688,27936,30628,29178,27000,25903,21633,23837,24050,21553,19415,47232,24430,28268,35786,29809,25915,30752,33307,19542,21703,23731,45609,26033,37235,29320,11069,9817,8515,8463,9441,8834,9759,9203,8436,8159,11145,10846,10376,10272,8661,11054
6990,0,1538,912,939,42,42,694,331,106,188,239,239,83,81,126,189,335,281,156,163,710,451,452,1282,1040,409,522,348,390,611,631,462,314,661,752,665,1009,1154,1746,2124,1572,2037,1964,1269,711,730,645,1206,795,1497,2636,2598,2634,2695,1950,2237,2530,3162,4653,5839,9449,10341,10117,9748,12022,11953,10184
6991,0,1574,875,949,43,43,713,342,112,134,226,226,87,72,120,191,326,295,162,154,707,450,227,163,293,328,281,293,347,611,577,376,265,556,676,555,820,931,1516,1854,1380,1885,2002,1315,624,603,641,1228,805,1557,2704,2617,2645,2884,2094,2300,2571,3181,4681,5919,9775,10619,10293,10263,12283,12226,10430
7482,60,112,76,75,45,45,172,65,102,159,89,89,165,58,63,91,99,184,135,63,77,144,148,139,203,426,199,236,461,663,853,564,690,986,978,978,2220,2580,2770,3459,3656,4525,5186,5174,8748,10421,9694,9477,9639,10735,11195,12167,12187,12207,9634,11089,11454,11789,11007,9612,11868,11757,10039,10060,10589,11573,8238
7483,0,184,333,1019,1010,1010,476,1064,1862,2147,1407,1407,2271,9757,6387,8808,10260,15549,16221,15664,15749,14981,13713,14908,15969,15265,17749,15907,35734,16192,18818,15140,29831,16265,15886,16679,18542,19470,28257,32431,29955,49103,38942,37086,37060,35852,38553,47349,38242,36037,79732,92711,94464,56801,68164,91816,99154,95999,187844,118319,148300,135582,129295,152535,132288,112042,91655
7499,0,47,35,19,20,20,31,19,56,33,29,29,52,54,82,203,364,114,183,115,160,161,175,158,185,231,194,399,270,502,1117,833,1606,1464,1944,2250,2197,2490,4060,5285,4270,5218,6191,6181,6936,10022,9987,13714,11826,13534,12384,12632,13227,13056,13927,17237,17462,14847,12233,9871,8250,10241,7869,8240,10071,8875,8620
7981,0,36,62,80,392,392,205,127,140,84,94,94,341,207,250,323,571,551,533,571,438,1259,2077,2751,2279,2983,4301,3693,3142,3092,3045,2711,4136,5690,7456,9223,4651,6557,8293,9911,8698,10793,10296,8513,14696,14014,13836,15394,14427,16159,16659,17094,18581,20268,17231,19723,16448,19039,24717,27360,31958,32126,27704,34241,33165,30960,31454
8421,0,49,73,74,53,53,425,727,716,1098,1776,1776,2071,2206,2202,2733,2998,6868,8089,10182,26999,23219,29417,23730,30358,27542,31047,26714,25732,29147,39803,36741,44987,48084,52328,53589,49848,54514,66185,76136,70188,86351,90507,75744,103786,111446,118259,132671,133991,147846,154663,169724,216552,210845,185678,211002,219582,257728,247716,242304,240934,269047,270608,302546,305752,308958,310603
8424,0,82,86,85,57,57,429,743,728,1111,1794,1794,2077,2205,2204,2736,3016,6884,8108,10189,27003,23230,29428,23722,30354,27567,31049,26691,25722,29164,39864,36742,44964,48077,52347,53618,49875,54515,66212,76155,70235,86276,90378,75663,103359,111382,118271,132668,134012,147826,154663,169722,216519,210838,185673,210994,219554,257740,247671,242303,240943,269035,270635,302515,305742,308969,310656
8441,0,31,48,10,7,7,20,14,37,21,31,31,29,13,9,36,31,44,37,22,12,18,27,20,26,32,109,226,26,40,46,17,95,396,326,486,591,340,249,303,235,1419,1850,4794,5727,8029,5546,6509,4629,6958,5723,5209,4466,5303,7183,10392,10420,13676,15276,18714,21892,18388,23905,22392,20880,12556,12463
8447,0,45,66,73,52,52,418,729,720,1103,1774,1774,2057,2209,2199,2718,3001,6853,8092,10193,26996,23179,29404,23722,30319,27541,31025,26717,25732,29150,39834,36747,45002,48172,52430,53686,49915,54549,66268,76189,70320,86380,90937,76027,105134,111842,118323,132755,134127,148452,154798,169913,216770,211184,185945,211206,219680,257950,247910,242511,241134,269282,270862,302752,305974,309197,310973
8450,9,90,70,86,57,57,431,746,734,1121,1784,1784,2077,2219,2206,2732,3016,6904,8128,10193,27017,23200,29413,23725,30336,27568,31047,26792,25767,29197,39907,36770,45112,48223,52493,53823,50042,54703,66393,76325,70416,86517,91025,76174,105066,112016,118537,132968,134343,151798,156535,170200,217084,211462,186228,211496,219988,258306,248281,242828,241472,269563,271276,303036,306250,309464,311168
8454,0,86,41,73,49,49,416,729,718,1076,1762,1762,2061,2295,2222,2711,2988,6840,8085,10191,27013,23197,29458,23732,30348,27555,31079,26763,25771,29137,39814,36778,45104,48223,52455,53787,49976,54584,66326,76278,70395,86349,90746,75787,104957,111838,118377,132723,134153,151617,156422,170092,216957,211354,186035,211092,219520,257993,247553,241953,241014,268987,270491,301987,305273,308560,310472
8563,103248,130022,51178,178260,143802,143802,17961,8666,9038,9505,10330,10330,7781,7580,6585,5764,5737,4970,7466,6437,7959,7585,8451,7379,8545,9760,9997,12011,14880,15382,15659,11141,14863,23900,39413,36806,47787,43054,62755,72346,69767,95386,93802,71096,97041,122489,112545,107609,119205,131837,166956,168460,202315,226828,170041,201814,256954,318980,326821,328622,357647,433743,471164,508585,478482,474657,457391
8685,0,105,44,29,43,43,98,57,173,199,782,782,710,778,431,658,980,1068,1640,1137,1736,3650,5200,4335,5364,8071,7910,9269,15625,8271,5918,7082,7701,8331,8853,8820,9187,7760,7866,9156,9353,15248,10451,11090,9381,10582,12452,9941,10709,11166,8043,8214,9573,7717,6541,7437,7610,9242,11963,17651,19041,16923,14747,16047,18203,16970,15737
8744,33,70,61,59,23,23,141,128,233,243,210,210,131,90,133,194,472,408,491,330,335,524,779,731,1071,678,890,760,446,662,844,1336,1420,1540,1571,2971,4925,3968,3153,2995,2212,3253,3228,15015,20781,20364,30294,27292,19976,9158,10776,8871,9191,10130,10646,12391,10627,12685,12215,12159,14345,15821,14864,16242,16918,15578,14700
8745,18,52,31,28,16,16,27,34,41,41,28,28,71,294,166,208,259,394,386,296,315,319,286,327,369,373,487,488,476,586,745,682,980,838,1276,1496,1628,1621,1894,2038,2529,2262,2809,2186,1960,2438,4371,5288,4247,3959,6763,4504,23179,21843,22952,24061,22339,22412,20968,21581,16061,15342,14157,10532,11360,10079,10994
9054,80,87,124,135,74,74,112,116,173,140,93,93,239,66,87,294,911,1714,2668,2694,2343,3054,3458,4135,5080,3683,3367,5188,7024,7602,10707,10391,5772,7890,6810,7051,7864,9142,9738,10335,7945,11685,10742,9399,7440,6131,5833,4723,3909,5163,3809,4463,1140,1028,1120,1100,654,30,31,54,51,48,31,81,205,853,1456
9309,96,201,273,346,647,647,888,688,764,1066,871,871,339,217,157,293,269,327,334,661,984,888,1502,1189,1691,1807,1952,1159,1168,1555,1741,1902,2636,2773,3245,7718,5899,4080,3738,4661,3684,4005,3478,2850,2261,1870,1447,961,638,961,791,759,871,815,918,1598,2099,2619,2364,2462,2535,2886,3309,4466,4312,3410,3867
9557,9240,10900,8096,7696,7745,7745,6771,6072,6833,7132,8518,8518,7544,7178,10154,7743,11002,7735,8304,7911,6943,7134,9758,7554,8224,7323,6881,8939,8044,6925,8371,8061,7051,7649,8542,7801,7454,8295,9777,7484,9621,11732,10294,9442,9321,9678,10036,6766,6352,6840,5561,4887,5792,5919,5853,6424,6409,7978,6670,6302,5051,5095,4558,4875,5397,4351,3803
9741,1375,1739,1787,2235,1704,1704,2374,2421,2128,3945,3211,3211,3425,3019,2212,2108,2158,2435,1952,1791,1756,1801,1901,2276,2849,2661,2358,2342,2597,4746,4388,5351,5333,5271,17141,17612,16296,12793,11400,12444,10517,16783,19159,12906,9015,6825,8148,7939,13100,13550,19723,18785,22141,37557,56387,43620,49482,40608,24677,8747,5638,5455,5953,6432,7248,6619,7488
